event_name,event_id,fight_id,r_name,r_id,b_name,b_id,division,title_fight,method,finish_round,match_time_sec,total_rounds,referee,r_kd,r_sig_str_landed,r_sig_str_atmpted,r_sig_str_acc,r_total_str_landed,r_total_str_atmpted,r_total_str_acc,r_td_landed,r_td_atmpted,r_td_acc,r_sub_att,r_ctrl,r_head_landed,r_head_atmpted,r_head_acc,r_body_landed,r_body_atmpted,r_body_acc,r_leg_landed,r_leg_atmpted,r_leg_acc,r_dist_landed,r_dist_atmpted,r_dist_acc,r_clinch_landed,r_clinch_atmpted,r_clinch_acc,r_ground_landed,r_ground_atmpted,r_ground_acc,r_landed_head_per,r_landed_body_per,r_landed_leg_per,r_landed_dist_per,r_landed_clinch_per,r_landed_ground_per,b_kd,b_sig_str_landed,b_sig_str_atmpted,b_sig_str_acc,b_total_str_landed,b_total_str_atmpted,b_total_str_acc,b_td_landed,b_td_atmpted,b_td_acc,b_sub_att,b_ctrl,b_head_landed,b_head_atmpted,b_head_acc,b_body_landed,b_body_atmpted,b_body_acc,b_leg_landed,b_leg_atmpted,b_leg_acc,b_dist_landed,b_dist_atmpted,b_dist_acc,b_clinch_landed,b_clinch_atmpted,b_clinch_acc,b_ground_landed,b_ground_atmpted,b_ground_acc,b_landed_head_per,b_landed_body_per,b_landed_leg_per,b_landed_dist_per,b_landed_clinch_per,b_landed_ground_per,date,location,winner,winner_id,event_status,r_nick_name,r_height,r_weight,r_reach,r_stance,r_dob,r_wins,r_losses,r_draws,b_nick_name,b_height,b_weight,b_reach,b_stance,b_dob,b_wins,b_losses,b_draws
UFC 20: Battle for the Gold,a7b48e18ca27795d,79f9086932f21016,Ron Waterman,efaf544314bb5c2e,Chris Condo,41e77dc504a192c6,heavyweight,0,KO/TKO,1.0,28.0,1.0,John McCarthy,0.0,6.0,8.0,75.0,12.0,14.0,86.0,1.0,1.0,100.0,0.0,,6.0,8.0,75.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,6.0,8.0,75.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2.0,0.0,1.0,3.0,33.0,0.0,0.0,,0.0,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,"May 07, 1999","Birmingham, Alabama, USA",Ron Waterman,efaf544314bb5c2e,,H20,"6' 2""",280 lbs.,,Orthodox,"Nov 23, 1965",16,6,2,,"6' 0""",335 lbs.,,Orthodox,,0,1,0
UFC 174: Johnson vs Bagautinov,5b5307450405abf0,357ba2f1da89031b,Jason Saggo,4ac1ecf8ce59ef23,Josh Shockley,1d36f1ac66cf689d,lightweight,0,KO/TKO,1.0,297.0,3.0,Jerin Valel,0.0,10.0,24.0,41.0,29.0,45.0,64.0,2.0,3.0,66.0,0.0,220.0,9.0,22.0,41.0,0.0,0.0,,1.0,2.0,50.0,1.0,5.0,20.0,0.0,0.0,,9.0,19.0,47.0,90.0,0.0,10.0,10.0,0.0,90.0,0.0,6.0,12.0,50.0,13.0,20.0,65.0,0.0,0.0,,1.0,33.0,2.0,6.0,33.0,3.0,5.0,60.0,1.0,1.0,100.0,3.0,7.0,43.0,1.0,2.0,50.0,2.0,3.0,67.0,33.0,50.0,16.0,50.0,16.0,33.0,"June 14, 2014","Vancouver, British Columbia, Canada",Jason Saggo,4ac1ecf8ce59ef23,,,"5' 11""",155 lbs.,"71""",Orthodox,"Nov 23, 1985",12,4,0,,"6' 1""",155 lbs.,,Orthodox,"Nov 15, 1989",11,4,0
UFC Fight Night: Hermansson vs. Pyfer,eaea0fc7b76525a8,ad26bf55ff201f4f,Zac Pauga,56f7d7ee06be4aab,Bogdan Guskov,ef5dcb10d2bd4b0f,light heavyweight,0,KO/TKO,1.0,218.0,3.0,Mike Beltran,0.0,17.0,26.0,65.0,19.0,28.0,68.0,0.0,2.0,0.0,0.0,64.0,7.0,13.0,54.0,2.0,5.0,40.0,8.0,8.0,100.0,14.0,22.0,64.0,3.0,4.0,75.0,0.0,0.0,,41.0,11.0,47.0,82.0,17.0,0.0,1.0,10.0,29.0,34.0,25.0,44.0,56.0,0.0,0.0,,0.0,4.0,10.0,29.0,34.0,0.0,0.0,,0.0,0.0,,10.0,29.0,34.0,0.0,0.0,,0.0,0.0,,100.0,0.0,0.0,100.0,0.0,0.0,"February 10, 2024","Las Vegas, Nevada, USA",Bogdan Guskov,ef5dcb10d2bd4b0f,,The High Chief,"6' 2""",205 lbs.,"76""",Orthodox,"Feb 25, 1988",7,3,0,Hitman,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 12, 1992",18,3,1
UFC Fight Night: Werdum vs. Volkov,eed2b71d77d95416,5f19b0135414b454,Jimi Manuwa,1e1dbd1cc5a7469e,Jan Blachowicz,99df7d0a2a08a8a8,light heavyweight,0,Decision - Unanimous,3.0,300.0,3.0,Leon Roberts,0.0,37.0,110.0,33.0,37.0,110.0,34.0,0.0,2.0,0.0,0.0,2.0,16.0,79.0,20.0,17.0,23.0,74.0,4.0,8.0,50.0,32.0,104.0,31.0,5.0,6.0,83.0,0.0,0.0,,43.0,45.0,10.0,86.0,13.0,0.0,1.0,97.0,191.0,50.0,124.0,219.0,56.0,1.0,6.0,16.0,0.0,172.0,81.0,171.0,47.0,11.0,15.0,73.0,5.0,5.0,100.0,88.0,178.0,49.0,8.0,12.0,67.0,1.0,1.0,100.0,83.0,11.0,5.0,90.0,8.0,1.0,"March 17, 2018","London, England, United Kingdom",Jan Blachowicz,99df7d0a2a08a8a8,,Poster Boy,"6' 1""",205 lbs.,"79""",Orthodox,"Feb 18, 1980",17,6,0,,"6' 2""",205 lbs.,"78""",Orthodox,"Feb 24, 1983",29,11,2
UFC Fight Night: Magny vs. Ponzinibbio,aa3153a9941b4d44,51ce499611a5df68,Khalil Rountree Jr.,749f572d1d3161fb,Johnny Walker,c21f26bbde777573,light heavyweight,0,KO/TKO,1.0,117.0,3.0,Fernando Portella,0.0,4.0,9.0,44.0,5.0,10.0,50.0,0.0,0.0,,0.0,5.0,3.0,7.0,43.0,0.0,0.0,,1.0,2.0,50.0,1.0,5.0,20.0,3.0,4.0,75.0,0.0,0.0,,75.0,0.0,25.0,25.0,75.0,0.0,1.0,10.0,11.0,90.0,10.0,11.0,91.0,0.0,0.0,,0.0,4.0,7.0,8.0,88.0,1.0,1.0,100.0,2.0,2.0,100.0,5.0,6.0,83.0,3.0,3.0,100.0,2.0,2.0,100.0,70.0,10.0,20.0,50.0,30.0,20.0,"November 17, 2018","Buenos Aires, Buenos Aires, Argentina",Johnny Walker,c21f26bbde777573,,,"6' 1""",205 lbs.,"76""",Southpaw,"Feb 26, 1990",15,7,0,,"6' 6""",205 lbs.,"82""",Orthodox,"Mar 30, 1992",22,10,0
The Ultimate Fighter: Team Bisping vs Team Miller Finale,1f5f75658551f2d3,b28aad0fdc0b8cc0,Bryan Caraway,5ef0088c1b19beeb,Dustin Neace,e503aa5c252a1b4d,featherweight,0,Submission,2.0,218.0,3.0,Josh Rosenthal,0.0,23.0,53.0,43.0,32.0,65.0,49.0,3.0,3.0,100.0,1.0,184.0,13.0,41.0,32.0,2.0,4.0,50.0,8.0,8.0,100.0,22.0,52.0,42.0,0.0,0.0,,1.0,1.0,100.0,56.0,8.0,34.0,95.0,0.0,4.0,0.0,18.0,55.0,32.0,35.0,72.0,49.0,0.0,1.0,0.0,1.0,55.0,10.0,47.0,21.0,4.0,4.0,100.0,4.0,4.0,100.0,15.0,51.0,28.0,0.0,1.0,0.0,3.0,3.0,100.0,55.0,22.0,22.0,83.0,0.0,16.0,"December 03, 2011","Las Vegas, Nevada, USA",Bryan Caraway,5ef0088c1b19beeb,,Kid Lightning,"5' 8""",135 lbs.,"68""",Orthodox,"Aug 04, 1984",21,9,0,The Beast,"5' 9""",145 lbs.,"69""",,"Sep 12, 1986",25,21,1
UFC 150: Henderson vs Edgar II,3c48019bc387b80c,7ddf71a85fbb0e4c,Benson Henderson,2676b28836a5a836,Frankie Edgar,f2688492b9a525a3,lightweight,1,Decision - Split,5.0,300.0,5.0,Herb Dean,0.0,64.0,167.0,38.0,67.0,170.0,39.0,0.0,1.0,0.0,1.0,7.0,33.0,124.0,27.0,14.0,19.0,74.0,17.0,24.0,71.0,62.0,163.0,38.0,2.0,4.0,50.0,0.0,0.0,,51.0,21.0,26.0,96.0,3.0,0.0,1.0,66.0,182.0,36.0,70.0,186.0,38.0,2.0,6.0,33.0,2.0,179.0,29.0,126.0,23.0,17.0,27.0,63.0,20.0,29.0,69.0,61.0,176.0,35.0,3.0,4.0,75.0,2.0,2.0,100.0,43.0,25.0,30.0,92.0,4.0,3.0,"August 11, 2012","Denver, Colorado, USA",Benson Henderson,2676b28836a5a836,,Smooth,"5' 9""",170 lbs.,"70""",Southpaw,"Nov 16, 1983",24,7,0,The Answer,"5' 6""",135 lbs.,"68""",Orthodox,"Oct 16, 1981",23,11,1
UFC 269: Oliveira vs. Poirier,ef927e4fe2117ab8,fc2a30bfb760bdf8,Miranda Maverick,f29a6350c69f4a33,Erin Blanchfield,669970f7feba8ecd,women's flyweight,0,Decision - Unanimous,3.0,300.0,3.0,Chris Tognoni,0.0,21.0,65.0,32.0,42.0,88.0,48.0,0.0,1.0,0.0,0.0,6.0,10.0,52.0,19.0,5.0,7.0,71.0,6.0,6.0,100.0,19.0,60.0,32.0,2.0,5.0,40.0,0.0,0.0,,47.0,23.0,28.0,90.0,9.0,0.0,0.0,46.0,69.0,66.0,96.0,128.0,75.0,7.0,8.0,87.0,1.0,720.0,35.0,58.0,60.0,9.0,9.0,100.0,2.0,2.0,100.0,19.0,37.0,51.0,4.0,5.0,80.0,23.0,27.0,85.0,76.0,19.0,4.0,41.0,8.0,50.0,"December 11, 2021","Las Vegas, Nevada, USA",Erin Blanchfield,669970f7feba8ecd,,Fear The,"5' 3""",125 lbs.,"65""",Southpaw,"Jul 01, 1997",17,6,0,Cold Blooded,"5' 4""",125 lbs.,"66""",Orthodox,"May 04, 1999",14,2,0
UFC Fight Night: Dern vs. Rodriguez,d247691a6c0e9034,38957d8eb185391c,Sabina Mazo,70d2329a92864fdb,Mariya Agapova,a08ddd04eaffd81d,women's flyweight,0,Submission,3.0,53.0,3.0,Chris Tognoni,0.0,62.0,159.0,38.0,63.0,161.0,39.0,0.0,0.0,,0.0,35.0,35.0,113.0,31.0,13.0,22.0,59.0,14.0,24.0,57.0,61.0,158.0,39.0,1.0,1.0,100.0,0.0,0.0,,56.0,20.0,22.0,98.0,1.0,0.0,1.0,93.0,164.0,56.0,99.0,170.0,57.0,0.0,0.0,,1.0,5.0,48.0,107.0,45.0,32.0,43.0,74.0,13.0,14.0,93.0,91.0,162.0,56.0,2.0,2.0,100.0,0.0,0.0,,51.0,34.0,13.0,97.0,2.0,0.0,"October 09, 2021","Las Vegas, Nevada, USA",Mariya Agapova,a08ddd04eaffd81d,,Colombian Queen,"5' 7""",125 lbs.,"70""",Orthodox,"Mar 25, 1997",9,4,0,Money Mashka,"5' 6""",125 lbs.,"68""",Southpaw,"Apr 07, 1997",10,5,0
UFC Fight Night: Kim vs Hathaway,a26198ba5093147e,2ebe2ae9b4812f0a,Jumabieke Tuerxun,1ed32eaaba9ffe10,Mark Eddiva,40ff198adda94b9f,featherweight,0,Decision - Unanimous,3.0,300.0,3.0,Jerin Valel,0.0,12.0,34.0,35.0,33.0,60.0,55.0,1.0,9.0,11.0,2.0,51.0,6.0,28.0,21.0,4.0,4.0,100.0,2.0,2.0,100.0,3.0,14.0,21.0,7.0,18.0,39.0,2.0,2.0,100.0,50.0,33.0,16.0,25.0,58.0,16.0,0.0,49.0,88.0,55.0,141.0,189.0,75.0,4.0,10.0,40.0,0.0,620.0,22.0,55.0,40.0,11.0,13.0,85.0,16.0,20.0,80.0,15.0,45.0,33.0,19.0,25.0,76.0,15.0,18.0,83.0,44.0,22.0,32.0,30.0,38.0,30.0,"March 01, 2014","Macau, China",Mark Eddiva,40ff198adda94b9f,,The Wild Wolf,"5' 7""",135 lbs.,,Orthodox,"Apr 17, 1986",19,4,1,,"5' 8""",145 lbs.,"68""",Orthodox,"Feb 16, 1986",6,3,0
UFC 93: Franklin vs Henderson,68c6cd5287b473a7,e90dd017386025c4,Marcus Davis,b7d524c77c27389b,Chris Lytle,91acd6910b802a9e,welterweight,0,Decision - Split,3.0,300.0,3.0,Marc Goddard,0.0,59.0,166.0,35.0,73.0,180.0,41.0,0.0,1.0,0.0,0.0,7.0,29.0,122.0,24.0,27.0,40.0,68.0,3.0,4.0,75.0,53.0,154.0,34.0,6.0,12.0,50.0,0.0,0.0,,49.0,45.0,5.0,89.0,10.0,0.0,0.0,73.0,198.0,36.0,91.0,216.0,42.0,0.0,0.0,,0.0,3.0,34.0,150.0,23.0,14.0,19.0,74.0,25.0,29.0,86.0,58.0,167.0,35.0,15.0,31.0,48.0,0.0,0.0,,46.0,19.0,34.0,79.0,20.0,0.0,"January 17, 2009","Dublin, Leinster, Ireland",Marcus Davis,b7d524c77c27389b,,The Irish Hand Grenade,"5' 10""",170 lbs.,"70""",Southpaw,"Aug 24, 1973",22,11,0,Lights Out,"5' 11""",170 lbs.,"68""",Orthodox,"Aug 18, 1974",31,18,5
UFC Fight Night: Tsarukyan vs. Gamrot,eb42d4febfafefd1,c57c8e22a3e8dde2,Josh Parisian,b5da8f7d05e85a55,Alan Baudot,c9a94278df042f46,heavyweight,0,KO/TKO,2.0,184.0,3.0,Mark Smith,0.0,42.0,68.0,61.0,102.0,156.0,65.0,3.0,4.0,75.0,0.0,189.0,27.0,53.0,51.0,11.0,11.0,100.0,4.0,4.0,100.0,22.0,39.0,56.0,2.0,4.0,50.0,18.0,25.0,72.0,64.0,26.0,9.0,52.0,4.0,42.0,1.0,49.0,75.0,65.0,56.0,82.0,68.0,0.0,0.0,,0.0,103.0,34.0,59.0,57.0,8.0,9.0,89.0,7.0,7.0,100.0,23.0,47.0,49.0,11.0,11.0,100.0,15.0,17.0,88.0,69.0,16.0,14.0,46.0,22.0,30.0,"June 25, 2022","Las Vegas, Nevada, USA",Josh Parisian,b5da8f7d05e85a55,,,"6' 4""",265 lbs.,"79""",Orthodox,"Jun 28, 1989",15,8,0,The Black Samourai,"6' 3""",243 lbs.,"79""",Orthodox,"Feb 01, 1988",8,3,0
UFC 96: Jackson vs Jardine,29b5791e51e7e832,038c472ae3fd7728,Shane Carwin,68dd7b3783c19f9c,Gabriel Gonzaga,270b89c00ef0c55c,heavyweight,0,KO/TKO,1.0,69.0,3.0,Dan Miragliotta,1.0,4.0,10.0,40.0,4.0,10.0,40.0,0.0,0.0,,0.0,2.0,4.0,10.0,40.0,0.0,0.0,,0.0,0.0,,2.0,8.0,25.0,0.0,0.0,,2.0,2.0,100.0,100.0,0.0,0.0,50.0,0.0,50.0,0.0,5.0,8.0,62.0,7.0,10.0,70.0,1.0,1.0,100.0,0.0,29.0,5.0,8.0,62.0,0.0,0.0,,0.0,0.0,,3.0,5.0,60.0,1.0,1.0,100.0,1.0,2.0,50.0,100.0,0.0,0.0,60.0,20.0,20.0,"March 07, 2009","Columbus, Ohio, USA",Shane Carwin,68dd7b3783c19f9c,,The Engineer,"6' 2""",265 lbs.,"80""",Orthodox,"Jan 04, 1975",12,2,0,Napao,"6' 2""",242 lbs.,"76""",Orthodox,"May 18, 1979",17,11,0
UFC Fight Night: Fight for the Troops 2,282fa667ff9c51ed,a60ba933a7ea898e,Matt Mitrione,ba280572acfba13f,Tim Hague,219a254e15d60135,heavyweight,0,KO/TKO,1.0,179.0,3.0,Dan Miragliotta,2.0,16.0,27.0,59.0,17.0,28.0,61.0,0.0,0.0,,0.0,14.0,11.0,21.0,52.0,0.0,0.0,,5.0,6.0,83.0,10.0,20.0,50.0,1.0,1.0,100.0,5.0,6.0,83.0,68.0,0.0,31.0,62.0,6.0,31.0,0.0,3.0,8.0,37.0,4.0,9.0,44.0,0.0,3.0,0.0,0.0,33.0,0.0,4.0,0.0,0.0,1.0,0.0,3.0,3.0,100.0,3.0,8.0,38.0,0.0,0.0,,0.0,0.0,,0.0,0.0,100.0,100.0,0.0,0.0,"January 22, 2011","Killeen, Texas, USA",Matt Mitrione,ba280572acfba13f,,,"6' 3""",265 lbs.,"82""",Switch,"Jul 15, 1978",12,5,0,The Trashing Machine,"6' 4""",260 lbs.,"76""",Orthodox,"May 09, 1983",21,13,0
UFC 191: Johnson vs Dodson 2,82f5c81f4e3c3eb5,1b52b08f195581ad,Jessica Andrade,6a1901c62ab3870f,Raquel Pennington,fc169c387b4b465d,women's bantamweight,0,Submission,2.0,298.0,3.0,Herb Dean,0.0,41.0,66.0,62.0,59.0,87.0,68.0,4.0,5.0,80.0,1.0,207.0,19.0,40.0,47.0,12.0,15.0,80.0,10.0,11.0,91.0,26.0,41.0,63.0,15.0,25.0,60.0,0.0,0.0,,46.0,29.0,24.0,63.0,36.0,0.0,0.0,41.0,68.0,60.0,66.0,96.0,69.0,2.0,2.0,100.0,1.0,185.0,26.0,52.0,50.0,10.0,11.0,91.0,5.0,5.0,100.0,17.0,34.0,50.0,22.0,30.0,73.0,2.0,4.0,50.0,63.0,24.0,12.0,41.0,53.0,4.0,"September 05, 2015","Las Vegas, Nevada, USA",Raquel Pennington,fc169c387b4b465d,,Bate Estaca,"5' 1""",115 lbs.,"62""",Orthodox,"Sep 25, 1991",26,15,0,Rocky,"5' 7""",135 lbs.,"67""",Orthodox,"Sep 05, 1988",16,10,0
UFC 131: Dos Santos vs Carwin,aac5ac38148f0528,9f69f6420f21080a,Vagner Rocha,d403b1a6f278c95e,Donald Cerrone,1d00756835ca67c9,lightweight,0,Decision - Unanimous,3.0,300.0,3.0,Herb Dean,0.0,46.0,106.0,43.0,47.0,108.0,44.0,1.0,7.0,14.0,0.0,56.0,31.0,85.0,36.0,5.0,10.0,50.0,10.0,11.0,91.0,44.0,102.0,43.0,1.0,1.0,100.0,1.0,3.0,33.0,67.0,10.0,21.0,95.0,2.0,2.0,0.0,86.0,145.0,59.0,87.0,146.0,60.0,0.0,1.0,0.0,0.0,40.0,25.0,73.0,34.0,11.0,15.0,73.0,50.0,57.0,88.0,83.0,140.0,59.0,2.0,2.0,100.0,1.0,3.0,33.0,29.0,12.0,58.0,96.0,2.0,1.0,"June 11, 2011","Vancouver, British Columbia, Canada",Donald Cerrone,1d00756835ca67c9,,Ceara,"5' 10""",155 lbs.,"73""",Orthodox,"Jun 06, 1982",14,4,0,Cowboy,"6' 1""",155 lbs.,"73""",Orthodox,"Mar 29, 1983",36,17,0
UFC Fight Night: Nelson vs. Ponzinibbio,d7907a9a968e4d29,b7f6d05d3afbb266,Joanne Wood,12f91bfa8f1f723b,Cynthia Calvillo,98215d037be5bcb7,women's strawweight,0,Decision - Unanimous,3.0,300.0,3.0,Marc Goddard,0.0,63.0,176.0,35.0,68.0,181.0,38.0,0.0,0.0,,0.0,17.0,19.0,105.0,18.0,18.0,37.0,49.0,26.0,34.0,76.0,61.0,172.0,35.0,2.0,4.0,50.0,0.0,0.0,,30.0,28.0,41.0,96.0,3.0,0.0,0.0,54.0,111.0,48.0,62.0,119.0,52.0,2.0,5.0,40.0,2.0,63.0,21.0,51.0,41.0,24.0,36.0,67.0,9.0,24.0,38.0,48.0,103.0,47.0,4.0,5.0,80.0,2.0,3.0,67.0,38.0,44.0,16.0,88.0,7.0,3.0,"July 16, 2017","Glasgow, Scotland, United Kingdom",Cynthia Calvillo,98215d037be5bcb7,,JoJo,"5' 6""",125 lbs.,"65""",Orthodox,"Dec 23, 1985",17,8,0,,"5' 4""",115 lbs.,"64""",Orthodox,"Jul 13, 1987",9,6,1
UFC Fight Night: Fight for the Troops 3,35dc6220b113b7ec,6017ccf5fa09da34,Neil Magny,84b3e7d38f2d2ec5,Seth Baczynski,fd5b6598a3b70c0a,welterweight,0,Decision - Unanimous,3.0,300.0,3.0,John McCarthy,0.0,31.0,65.0,47.0,104.0,143.0,73.0,2.0,3.0,66.0,0.0,141.0,11.0,41.0,27.0,11.0,11.0,100.0,9.0,13.0,69.0,8.0,31.0,26.0,20.0,27.0,74.0,3.0,7.0,43.0,35.0,35.0,29.0,25.0,64.0,9.0,0.0,28.0,70.0,40.0,46.0,91.0,51.0,3.0,11.0,27.0,0.0,505.0,10.0,46.0,22.0,14.0,19.0,74.0,4.0,5.0,80.0,12.0,38.0,32.0,8.0,14.0,56.0,8.0,18.0,44.0,35.0,50.0,14.0,42.0,28.0,28.0,"November 06, 2013","Fort Campbell, Kentucky, USA",Seth Baczynski,fd5b6598a3b70c0a,,The Haitian Sensation,"6' 3""",170 lbs.,"80""",Orthodox,"Aug 03, 1987",31,15,0,The Polish Pistola,"6' 3""",170 lbs.,"75""",Orthodox,"Oct 26, 1981",20,14,0
UFC Fight Night: Boetsch vs Henderson,06dc1a58663579d2,245009a9e1a0f60b,Brian Ebersole,32ba186f4b0e3267,Omari Akhmedov,16690d100f995f8f,welterweight,0,KO/TKO,1.0,300.0,3.0,Jordan Bass,0.0,2.0,13.0,15.0,3.0,14.0,21.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,14.0,0.0,3.0,0.0,1.0,3.0,33.0,2.0,13.0,15.0,0.0,0.0,,0.0,0.0,,50.0,0.0,50.0,100.0,0.0,0.0,0.0,15.0,40.0,37.0,16.0,41.0,39.0,0.0,0.0,,0.0,0.0,7.0,26.0,27.0,4.0,5.0,80.0,4.0,9.0,44.0,14.0,37.0,38.0,1.0,3.0,33.0,0.0,0.0,,46.0,26.0,26.0,93.0,6.0,0.0,"June 06, 2015","New Orleans, Louisiana, USA",Omari Akhmedov,16690d100f995f8f,,Bad Boy,"6' 0""",170 lbs.,"73""",Southpaw,"Nov 27, 1980",51,18,1,Wolverine,"6' 0""",185 lbs.,"73""",Orthodox,"Oct 12, 1987",21,6,1
UFC 236: Holloway vs. Poirier 2,b0550072e5f0afa7,e0d92694d8a2d38b,Eryk Anders,cad24459b28592ca,Khalil Rountree Jr.,749f572d1d3161fb,light heavyweight,0,Decision - Unanimous,3.0,300.0,3.0,Jason Herzog,0.0,16.0,69.0,23.0,19.0,72.0,26.0,0.0,1.0,0.0,0.0,27.0,12.0,62.0,19.0,4.0,7.0,56.0,0.0,0.0,,16.0,68.0,24.0,0.0,1.0,0.0,0.0,0.0,,75.0,25.0,0.0,100.0,0.0,0.0,4.0,79.0,157.0,50.0,83.0,162.0,51.0,0.0,0.0,,0.0,68.0,26.0,89.0,28.0,15.0,23.0,65.0,38.0,45.0,84.0,75.0,145.0,52.0,0.0,0.0,,4.0,12.0,33.0,32.0,18.0,48.0,94.0,0.0,5.0,"April 13, 2019","Atlanta, Georgia, USA",Khalil Rountree Jr.,749f572d1d3161fb,,Ya Boi,"6' 1""",185 lbs.,"75""",Southpaw,"Apr 21, 1987",18,9,0,,"6' 1""",205 lbs.,"76""",Southpaw,"Feb 26, 1990",15,7,0
UFC 64: Unstoppable,13b2f59210dda9cc,84efac79989f4d0a,Anderson Silva,1f454354805b6f75,Rich Franklin,d897897060f10a3a,middleweight,1,KO/TKO,1.0,179.0,5.0,John McCarthy,1.0,31.0,36.0,86.0,31.0,36.0,86.0,0.0,0.0,,0.0,23.0,5.0,9.0,56.0,23.0,24.0,96.0,3.0,3.0,100.0,5.0,8.0,62.0,26.0,28.0,93.0,0.0,0.0,,16.0,74.0,9.0,16.0,83.0,0.0,0.0,10.0,23.0,43.0,13.0,26.0,50.0,0.0,0.0,,0.0,0.0,4.0,16.0,25.0,1.0,2.0,50.0,5.0,5.0,100.0,8.0,19.0,42.0,2.0,4.0,50.0,0.0,0.0,,40.0,10.0,50.0,80.0,20.0,0.0,"October 14, 2006","Las Vegas, Nevada, USA",Anderson Silva,1f454354805b6f75,,The Spider,"6' 2""",185 lbs.,"77""",Southpaw,"Apr 14, 1975",34,11,0,Ace,"6' 1""",185 lbs.,"76""",Southpaw,"Oct 05, 1974",29,7,0
UFC Fight Night: Smith vs. Clark,992c82450d96f726,28b6ee9c3eb8b753,Miguel Baeza,82d4c957649faf9b,Takashi Sato,8abac218746e04ca,welterweight,0,Submission,2.0,268.0,3.0,Dan Miragliotta,0.0,40.0,73.0,54.0,43.0,82.0,52.0,1.0,2.0,50.0,1.0,69.0,16.0,40.0,40.0,20.0,28.0,71.0,4.0,5.0,80.0,32.0,65.0,49.0,3.0,3.0,100.0,5.0,5.0,100.0,40.0,50.0,10.0,80.0,7.0,12.0,0.0,15.0,58.0,25.0,15.0,58.0,26.0,0.0,0.0,,0.0,2.0,10.0,49.0,20.0,4.0,8.0,50.0,1.0,1.0,100.0,15.0,56.0,27.0,0.0,1.0,0.0,0.0,1.0,0.0,66.0,26.0,6.0,100.0,0.0,0.0,"November 28, 2020","Las Vegas, Nevada, USA",Miguel Baeza,82d4c957649faf9b,,Caramel Thunder,"6' 2""",170 lbs.,"74""",Orthodox,"Aug 23, 1992",10,4,0,Ten,"5' 10""",170 lbs.,"73""",Southpaw,"Jun 09, 1990",16,7,0
UFC on FUEL TV: Barao vs McDonald,4679a38cced7c64a,635ef1f12a60e9d7,James Te Huna,f5431394fb284bb9,Ryan Jimmo,bc3ec52ef70fc155,light heavyweight,0,Decision - Unanimous,3.0,300.0,3.0,Leon Roberts,0.0,49.0,79.0,62.0,121.0,166.0,73.0,2.0,5.0,40.0,0.0,398.0,34.0,58.0,59.0,7.0,11.0,64.0,8.0,10.0,80.0,1.0,11.0,9.0,14.0,19.0,74.0,34.0,49.0,69.0,69.0,14.0,16.0,2.0,28.0,69.0,1.0,34.0,52.0,65.0,56.0,77.0,73.0,0.0,2.0,0.0,0.0,379.0,28.0,45.0,62.0,1.0,1.0,100.0,5.0,6.0,83.0,6.0,11.0,55.0,5.0,5.0,100.0,23.0,36.0,64.0,82.0,2.0,14.0,17.0,14.0,67.0,"February 16, 2013","London, England, United Kingdom",James Te Huna,f5431394fb284bb9,,,"6' 2""",185 lbs.,"75""",Orthodox,"Sep 29, 1981",16,9,0,The Big Deal,"6' 1""",205 lbs.,"73""",Orthodox,"Nov 27, 1981",19,5,0
UFC 250: Nunes vs. Spencer,4c12aa7ca246e7a4,dc38c78358e053c3,Amanda Nunes,80fa8218c99f9c58,Felicia Spencer,39d91e95949de3d9,women's featherweight,1,Decision - Unanimous,5.0,300.0,5.0,Herb Dean,0.0,124.0,214.0,57.0,132.0,222.0,59.0,6.0,7.0,85.0,1.0,481.0,90.0,170.0,53.0,13.0,20.0,65.0,21.0,24.0,88.0,91.0,173.0,53.0,1.0,1.0,100.0,32.0,40.0,80.0,72.0,10.0,16.0,73.0,0.0,25.0,0.0,42.0,130.0,32.0,70.0,161.0,43.0,0.0,7.0,0.0,0.0,9.0,24.0,106.0,23.0,7.0,9.0,78.0,11.0,15.0,73.0,36.0,118.0,31.0,4.0,9.0,44.0,2.0,3.0,67.0,57.0,16.0,26.0,85.0,9.0,4.0,"June 06, 2020","Las Vegas, Nevada, USA",Amanda Nunes,80fa8218c99f9c58,,The Lioness,"5' 8""",135 lbs.,"69""",Orthodox,"May 30, 1988",23,5,0,FeeNom,"5' 6""",145 lbs.,"68""",Orthodox,"Nov 29, 1990",9,3,0
